OBJECTID,FIRST_DIST,FIRST_Z
703,137.8936256,-0.3427
704,138.8928548,-0.3914
705,139.8920839,-0.4263
706,140.8913131,-0.3947
707,141.8905423,-0.3285
708,142.8897714,-0.2829
709,143.8890006,-0.2605
710,144.8882298,-0.2406
711,145.887459,-0.2269
712,146.8866881,-0.2431
713,147.8859173,-0.2887
714,148.8851465,-0.269
715,149.8843756,-0.2508
716,0,3.6006
717,0.999229169,3.6065
718,1.998458338,3.6192
719,2.997687512,3.6273
720,3.996916682,3.6405
721,4.996145851,3.6655
722,5.995375024,3.6821
723,6.994604193,3.692
724,7.993833364,3.7046
725,8.993062536,3.705
726,9.992291706,3.7289
727,10.99152088,3.8593
728,11.99075005,4.09
729,12.98997922,4.2726
730,13.98920839,4.3799
731,14.98843756,4.483
732,15.98766673,4.5055
733,16.9868959,4.5466
734,17.98612508,4.5784
735,18.98535424,4.5871
736,19.98458342,4.5873
737,20.98381259,4.6368
738,21.98304176,4.6761
739,22.98227093,4.7154
740,23.9815001,4.7517
741,24.98072927,4.8105
742,25.97995844,4.8648
743,26.97918761,4.9253
744,27.97841678,4.9899
745,28.97764596,5.0581
746,29.97687512,5.1585
747,30.9761043,5.2516
748,31.97533347,5.3309
749,32.97456264,5.3313
750,33.97379181,5.3126
751,34.97302098,5.3377
752,35.97225015,5.3455
753,36.97147932,5.326
754,37.97070849,5.2845
755,38.96993766,5.2231
756,39.96916684,5.1828
757,40.96839601,5.1321
758,41.96762518,5.0757
759,42.96685435,5.0239
760,43.96608352,4.9698
761,44.96531269,4.9055
762,45.96454186,4.8407
763,46.96377103,4.7718
764,47.9630002,4.721
765,48.96222937,4.6705
766,49.96145854,4.6223
767,50.96068772,4.578
768,51.95991689,4.5414
769,52.95914606,4.5081
770,53.95837523,4.4797
771,54.9576044,4.4626
772,55.95683357,4.4545
773,56.95606274,4.4507
774,57.95529191,4.4472
775,58.95452108,4.4417
776,59.95375025,4.4501
777,60.95297942,4.4629
778,61.95220859,4.4681
779,62.95143777,4.4753
780,63.95066694,4.4892
781,64.94989611,4.5033
